Nivel	Ac	Ap	Et	Ev	a	r
85.8	4.12	56.4	40.86	0	19	-50
86.16	0	29	41.4	0	7	-50
85.93	8.88	33.37	38.88	0	19	-50
85.99	0	35.79	38.88	0	22	-50
85.93	7.63	49.98	41.76	0	25	-50
86.22	2.66	35.49	41.22	0	1	100
86.16	7.02	34.56	41.4	0	7	-50
86.16	3.04	46.41	41.22	0	19	-50
86.31	93.09	0.08	41.04	0	1	100
87.27	41.69	0	38.88	0	1	100
87.32	11.86	0	38.88	0	13	100
86.82	3.18	0	41.04	0	16	100
86.12	0	21.64	38.88	0	19	-50
85.8	8.16	48.56	40.86	0	25	-50
86.09	1.17	35.71	41.04	0	7	-50
86.01	7.63	33.73	40.68	0	1	-50
86.02	19.78	26.83	38.88	0	1	-50
86.16	54.03	8.83	38.88	0	4	-50
86.6	12.82	0	40.86	0	7	100
86.08	20.38	0	40.86	0	13	-50
85.7	27.6	17.87	38.88	0	19	-50
85.82	20.92	44.06	41.04	0	25	-50
86.26	21.48	30.64	41.22	0	7	100
86.46	10.83	18.31	41.04	0	1	100
86.24	37.82	0	38.88	0	1	100
86.22	55.71	0	38.88	0	13	100
86.53	28.61	0	41.04	0	16	100
86.3	34.82	7.9	41.05	0	25	100
86.33	1.98	27.82	41.04	0	19	100
86.12	28.46	8.19	28.44	0	1	-50
86.27	0	16.23	25.92	0	19	100
86.09	10.33	11.96	25.93	0	7	-50
86.02	0	26.08	25.92	0	19	-50
86.02	16.18	16.68	27.9	0	7	-50
86.11	16.86	25.11	28.8	0	25	-50
86.35	46.47	25.58	36.72	0	25	100
87	32.47	1.04	31.32	0	1	100
87.04	25.22	0	28.44	0	1	100
86.98	14.05	0	25.92	0	10	100
86.76	6.45	0	25.92	0	13	100
86.4	8.84	0.85	28.08	0	25	100
86.06	20.2	3.97	27.9	0	19	-50
85.99	12.28	17.83	28.44	0	25	-50
86.02	11.74	14.87	28.08	0	1	-50
85.99	10.54	16.3	27.9	0	19	-50
85.97	7.02	16.86	25.92	0	19	-50
85.93	9.27	21.68	25.92	0	22	-50
86.02	21.11	30.04	30.42	0	25	-50
86.4	0	19.74	36.9	0	7	100
86.08	23.68	14.38	34.56	0	1	-50
86.14	20.65	26.94	34.56	0	22	-50
86.38	13.95	10.34	35.64	0	7	100
86.17	8.33	7.3	31.86	0	1	-50
85.87	9.06	5.86	32.22	0	7	-50
85.55	36.13	17.3	34.39	0	25	-50
85.9	10.83	49.19	36.54	0	25	-50
86.33	0	29.32	30.78	0	1	100
86.3	1.77	26.26	32.22	0	7	100
86.22	10.19	20.85	31.5	0	1	100
86.21	0	15.9	32.58	0	7	100
85.9	26.78	15.03	34.56	0	7	-50
86.03	6.54	33.09	35.1	0	25	-50
86.11	3.56	40.67	35.35	0	25	-50
86.27	0	25.58	35.64	0	7	100
86.08	6.57	21.6	35.64	0	4	-50
85.94	4.37	28.14	35.64	0	22	-50
85.88	11.95	21.61	34.56	0	1	-50
85.86	14.68	33.64	34.56	0	22	-50
86.11	0	48.29	35.63	0	25	-50
86.34	0	31.45	34.02	0	1	100
86.29	8.86	30.1	31.86	0	1	100
86.42	8.34	29.15	31.86	0	4	100
86.52	0	20.14	31.86	0	4	100
86.3	0	13.16	30.24	0	1	100
85.98	38.13	16.77	30.24	0	22	-50
86.43	0	37.57	31.86	0	25	100
86.53	0	21.06	31.86	0	4	100
86.33	1.9	12.89	31.5	0	1	100
86.02	0.35	28.71	31.68	0	25	-50
85.97	8.04	21.68	30.24	0	1	-50
85.96	1.18	28.03	30.24	0	22	-50
85.94	0	37.01	32.04	0	25	-50
86.03	17.14	26.31	31.87	0	1	-50
86.24	4.97	17.48	32.04	0	7	100
86.06	0	24.62	32.05	0	25	-50
85.92	0	39.71	32.04	0	19	-50
86.06	8.25	32.24	32.24	0	7	-50
86.21	2.85	20.04	32.03	0	1	100
86.04	4.92	39.55	35.64	0	25	-50
86.2	6.96	24.02	35.82	0	7	100
86.11	7.56	36.87	33.57	0	19	-50
86.31	7.19	28.55	33.57	0	4	100
86.35	3.75	16.84	33.57	0	4	100
86.11	0	30.32	32.4	0	19	-50
86.07	3.96	20.43	32.4	0	4	-50
85.92	0.89	38.07	32.4	0	22	-50
86.04	10.22	48.69	33.66	0	25	-50
86.5	4.37	12.52	34.02	0	7	100
86.18	1.54	46.33	33.66	0	19	-50
86.44	0.95	27.63	33.84	0	7	100
86.34	2.53	52.68	33.75	0	19	100
86.73	3.2	12.63	33.39	0	1	100
86.4	4.39	23.2	33.75	0	25	100
86.28	0	37.26	33.39	0	19	100
86.35	6.28	37.36	31.68	0	19	100
86.57	0	22.82	32.4	0	7	100
86.39	1.61	16.75	30.24	0	1	100
86.17	0.82	35.57	30.24	0	22	-50
86.28	3.06	26.23	30.24	0	4	100
86.26	1.54	53.34	31.86	0	25	100
86.68	13.6	58.72	36.88	0	25	100
87.33	2.26	21.68	31.86	0	1	100
87.18	0	17.99	31.77	0	1	100
86.92	0	12.43	31.86	0	7	100
86.56	0.31	35.19	30.51	0	19	100
86.65	4.41	17.12	29.61	0	1	100
86.5	0	61.09	33.75	0	25	100
87	2.16	48.49	41.22	0	7	100
87.17	5.57	36.01	40.68	0	1	100
87.18	4.2	39.58	41.22	0	25	100
87.22	0	48.97	41.04	0	19	100
87.36	8.29	20.43	39.24	0	1	100
87.16	0.13	33.66	34.18	0	19	100
87.15	0	42.97	41.04	0	25	100
87.18	5.04	49.28	41.58	0	25	100
87.41	4.8	37.21	46.62	0	7	100
87.32	4.11	34.14	41.22	0	1	100
87.26	0.3	21.23	40.68	0	1	100
86.9	3.13	16.85	39.24	0	1	100
86.54	0	27	33.48	0	19	100
86.42	0	28.6	40.86	0	25	100
86.19	0	46.69	40.67	0	19	-50
86.3	8.68	54.97	41.22	0	25	100
86.71	4.37	34.57	40.86	0	1	100
86.67	4.82	43.39	40.5	0	19	100
86.81	7.05	47.81	39.06	0	19	100
87.1	0	11.81	33.3	0	1	100
86.7	0	54.65	40.86	0	25	100
86.95	4.8	34.84	40.5	0	1	100
86.93	4.3	28.49	33.48	0	1	100
86.91	1.39	47.02	41.04	0	25	100
87.04	5.56	20.55	41.04	0	4	100
86.76	1.27	14.98	38.88	0	1	100
86.34	8.15	24.09	33.3	0	19	100
86.32	0.13	58.68	40.86	0	25	100
86.65	6.79	44.54	40.32	0	1	100
86.85	6.53	32.36	43.56	0	7	100
86.76	1.55	51.57	49.68	0	25	100
86.82	1.46	37.76	48.78	0	1	100
86.64	0	40.43	46.62	0	19	100
86.52	8.38	35.44	40.32	0	1	100
86.58	18.84	34.84	40.5	0	7	100
86.82	16.33	47.2	50.4	0	25	100
87.06	6.82	46.3	49.68	0	1	100
87.12	0	43.35	49.68	0	4	100
87	11.24	51.8	49.86	0	25	100
87.24	1.1	22.69	46.26	0	1	100
86.82	0	27.46	40.32	0	19	100
86.58	0	53.02	49.5	0	25	100
86.64	5.74	63.71	49.68	0	25	100
87	14.02	48.26	49.5	0	1	100
87.23	0	46.33	49.86	0	7	100
87.16	4.86	45.41	49.5	0	1	100
87.17	3.78	17.01	46.62	0	1	100
86.69	0.99	43.78	40.32	0	19	100
86.77	5.91	60.69	49.68	0	25	100
87.08	6.59	48.07	49.68	0	4	100
87.17	4.61	17.51	52.92	0	7	100
86.6	0	17.65	76.68	0	25	100
85.51	19.18	68.91	49.5	0	19	-50
86.22	19.06	13.22	46.8	0	1	100
85.95	6.88	18.33	40.32	0	19	-50
85.67	0	43.11	49.5	0	25	-50
85.55	35.71	39.76	49.86	0	7	-50
86.02	25.77	30.06	49.68	0	1	-50
86.13	9.37	42.1	49.68	0	22	-50
86.16	14.89	36.79	49.32	0	1	-50
86.2	27.11	14.33	46.62	0	1	100
86.1	13.53	11.77	40.32	0	1	-50
85.82	4.84	43.78	49.5	0	25	-50
85.8	0	43.88	49.68	0	25	-50
85.69	9.72	42.67	49.5	0	1	-50
85.74	11.24	45.12	49.68	0	25	-50
85.86	0	40.4	49.5	0	1	-50
85.69	8.31	43.84	46.98	0	19	-50
85.78	8.78	25.81	40.32	0	1	-50
85.67	0	49.17	49.5	0	25	-50
85.66	16.47	45.69	49.5	0	4	-50
85.89	1.5	53.45	49.5	0	22	-50
85.99	5.79	43.14	49.86	0	7	-50
85.97	0	33.45	49.5	0	1	-50
85.67	13.74	34.88	46.8	0	19	-50
85.7	5.15	34.67	40.32	0	1	-50
85.69	10.56	57.43	49.5	0	25	-50
86.03	0	27.48	49.5	0	4	-50
85.62	2.72	52.6	49.68	0	25	-50
85.72	7.15	56.29	49.68	0	22	-50
85.97	15.79	40.88	49.68	0	4	-50
86.1	6.43	47.36	46.8	0	19	-50
86.22	7.15	34.47	41.4	0	1	100
86.22	1.78	38.36	49.68	0	25	100
86.04	5.09	37.69	49.68	0	4	-50
85.91	15.91	27.67	48.96	0	1	-50
85.81	7.7	40.8	48.96	0	22	-50
85.8	30.43	13.57	49.86	0	7	-50
85.69	0	44.23	46.8	0	19	-50
85.64	17.2	33.02	39.78	0	1	-50
85.83	5.4	34.9	49.32	0	25	-50
85.66	5.95	45.21	49.33	0	25	-50
85.69	0.87	49.7	48.78	0	19	-50
85.72	9.15	52.79	49.86	0	25	-50
85.94	12.97	34.65	49.68	0	1	-50
85.9	10.52	26.39	46.62	0	1	-50
85.72	15.11	25.33	39.24	0	1	-50
85.74	2.86	54.76	49.32	0	25	-50
85.89	13.13	45.23	49.5	0	7	-50
86.05	5.03	37.06	49.5	0	4	-50
85.91	22.83	43.67	79.35	0	25	-50
85.67	10.59	65.92	53.64	0	19	-50
86.09	10.08	45.32	53.64	0	4	-50
86.12	5.21	24.78	46.08	0	1	-50
85.82	2.89	49.32	52.55	0	25	-50
85.81	7.84	67.31	53.28	0	25	-50
86.21	19.97	37.27	53.82	0	7	100
86.27	0	38.36	54	0	25	100
85.98	10.48	46.02	53.64	0	19	-50
86.03	0	37.21	52.2	0	1	-50
85.75	5.78	39.43	46.08	0	19	-50
85.73	0	58.03	52.38	0	25	-50
85.83	10.13	53.3	54	0	7	-50
86	3.61	52.06	54	0	4	-50
86.03	15.33	56.31	54.18	0	25	-50
86.35	2.83	47.74	54.18	0	4	100
86.28	8.12	52.36	53.82	0	19	100
86.4	7.03	25.71	46.08	0	1	100
86.15	0	44.33	52.38	0	25	-50
86	0	52.77	54.72	0	25	-50
85.96	22.34	72.31	54.36	0	19	-50
86.7	0	43.89	54.54	0	7	100
86.5	4.12	55.87	54.36	0	19	100
86.6	12.28	14.24	54.55	0	7	100
86.08	0	43.96	46.08	0	19	-50
86.04	3.83	40.27	52.56	0	7	-50
85.88	15.63	47.14	54	0	25	-50
86.04	13.96	36.89	58.3	0	7	-50
85.9	37.86	43.24	66.42	0	25	-50
86.17	13.83	46.73	65.88	0	19	-50
86.07	15.88	37.27	64.98	0	1	-50
85.85	18.58	42.7	59.58	0	19	-50
85.88	10.45	59.23	65.16	0	25	-50
85.96	19.88	43.23	66.24	0	7	-50
85.9	1.27	46.15	66.24	0	22	-50
85.55	2.02	56.99	65.88	0	19	-50
85.42	10.88	62.09	65.88	0	22	-50
85.55	5.48	44.23	64.8	0	1	-50
85.27	35.9	40.99	58.32	0	1	-50
85.61	11.44	49.74	64.8	0	25	-50
85.54	22.22	52.85	65.7	0	25	-50
85.71	6.9	42.9	66.42	0	7	-50
85.4	0	68.6	66.24	0	19	-50
85.44	25.71	60.19	65.7	0	1	-50
85.81	18.02	36.35	65.7	0	4	-50
85.6	29.42	29.46	61.02	0	1	-50
85.56	9.33	48	64.8	0	25	-50
85.42	25.05	68.22	66.06	0	25	-50
85.92	16.07	56.86	66.24	0	7	-50
86.04	14.68	51.53	66.06	0	1	-50
86.04	37.93	23.69	66.42	0	7	-50
85.95	0	49.27	64.8	0	19	-50
85.66	16.03	30.97	58.68	0	1	-50
85.44	0	57.78	64.7	0	25	-50
85.31	22.8	56.56	65.16	0	7	-50
85.57	60.24	56.66	65.88	0	25	-50
86.51	75.21	13.99	73.44	0	7	100
86.8	0	5.51	84.6	0	7	100
85.34	9.7	62.72	69.12	0	19	-50
85.4	5.64	44.77	65.52	0	1	-50
85.12	30.74	73	68.9	0	25	-50
85.76	13.59	44.32	69.12	0	7	-50
85.55	7.09	65.86	69.12	0	22	-50
85.62	28.77	51.83	69.14	0	7	-50
85.83	0	44.83	69.12	0	1	-50
85.38	25.99	64.97	69.12	0	22	-50
85.78	0	33.07	69.12	0	4	-50
85.11	19.21	79.35	69.12	0	22	-50
85.65	2.65	63.94	69.12	0	4	-50
85.6	4.27	55.72	69.12	0	4	-50
85.43	9.01	64.04	69.12	0	22	-50
85.5	4.75	60.76	69.12	0	4	-50
85.43	6.87	67.83	69.12	0	22	-50
85.53	6.51	62.77	69.11	0	1	-50
85.53	0	61.33	81.18	0	7	-50
85.16	15.79	97.38	82.08	0	25	-50
85.73	1.29	75.02	82.08	0	4	-50
85.62	0	63.8	82.08	0	4	-50
85.28	11.02	91.31	82.08	0	22	-50
85.65	0	72.97	82.08	0	4	-50
85.48	12.67	50.66	69.12	0	1	-50
85.37	0	79.52	82.08	0	25	-50
85.32	41.1	76.76	81.9	0	1	-50
85.98	16.89	51.16	82.08	0	7	-50
85.72	0	66.47	82.08	0	22	-50
85.43	11.7	91.77	82.26	0	25	-50
85.82	6.39	74.66	82.08	0	1	-50
85.8	12.77	50.22	69.3	0	1	-50
85.68	0	90.94	82.08	0	25	-50
85.84	13.21	93.97	82.62	0	25	-50
86.29	0	68.99	81.9	0	1	100
86.05	0	69.77	82.08	0	25	-50
85.82	1.31	80.45	82.08	0	22	-50
85.81	5.61	63.03	82.08	0	4	-50
85.56	24.5	49.09	69.12	0	1	-50
85.64	0	67.04	82.08	0	25	-50
85.36	22.97	92.13	81.9	0	19	-50
85.97	19.92	60.26	82.75	0	7	-50
85.92	74.57	47.03	81.9	0	1	-50
86.65	68.75	0	82.26	0	7	100
86.4	14.42	18.79	59.76	0	19	100
85.91	22	36.19	48.96	0	19	-50
86.08	31.37	36.91	59.58	0	25	-50
86.24	56.19	4.87	59.94	0	7	100
86.26	0	45.41	63.18	0	25	100
85.93	8.92	49.72	59.58	0	19	-50
85.91	7.75	47.34	59.76	0	7	-50
85.82	20.68	37.81	49.68	0	1	-50
85.98	59.13	5.22	49.14	0	1	-50
86.26	0	33.15	59.04	0	25	100
85.78	12.94	50.02	59.58	0	25	-50
85.84	8.85	45.47	59.58	0	4	-50
85.74	66.84	15.24	59.76	0	7	-50
86.15	124.29	0	61.92	0	7	-50
87.3	116.92	0	96.3	0	16	100
87.68	60.47	0	95.04	0	10	100
87.04	61.52	0	95.04	0	13	100
86.42	17.49	8.81	86.4	0	19	100
85.31	80.01	0	77.76	0	1	-50
85.35	73.2	0	67.68	0	10	-50
85.45	7.47	30.26	60.48	0	19	-50
85.03	29.74	38.9	60.48	0	22	-50
85.18	6.3	50.46	60.48	0	22	-50
85.11	8.23	48.61	60.48	0	4	-50
85.04	15.85	61.49	73.98	0	25	-50
85.1	12.75	66.71	73.44	0	19	-50
85.21	4.52	64.13	73.44	0	4	-50
85.12	9.25	74.6	73.44	0	22	-50
85.31	9.29	49.87	69.3	0	1	-50
85.12	30.63	35.68	64.08	0	1	-50
85.16	68.9	13.12	73.8	0	7	-50
85.31	0	53.66	67.14	0	19	-50
85.06	86.44	23.37	73.44	0	7	-50
85.73	0	44.18	73.44	0	22	-50
85.19	18.23	59.38	73.26	0	19	-50
85.27	15.88	54.68	69.4	0	1	-50
85.29	6.92	46.42	64.08	0	1	-50
85.09	0	65.12	67.68	0	25	-50
85.04	27.33	85.28	74.52	0	25	-50
85.74	0	71.16	74.16	0	1	-50
85.68	5.37	76.06	74.16	0	22	-50
85.81	0	55.91	74.7	0	7	-50
85.46	34.83	64.58	70.02	0	19	-50
86	16.57	40.01	64.08	0	1	-50
85.86	0	47.17	74.16	0	25	-50
85.36	11.57	80.4	73.98	0	19	-50
85.69	36.35	48.42	74.9	0	7	-50
85.87	169.04	5.32	74.52	0	1	-50
87.71	69.2	0	82.08	0	7	100
87.47	6.6	0	76.32	0	10	100
86.18	95.22	18.33	64.08	0	19	-50
87.09	63.97	0	74.16	0	7	100
86.9	35.5	0	74.52	0	16	100
86.18	18.34	43.91	74.16	0	19	-50
85.96	26.53	42.27	74.16	0	4	-50
85.86	9.15	61.08	73.98	0	19	-50
85.79	17.61	47.95	73.08	0	1	-50
85.65	0	69.72	82.08	0	25	-50
85.42	51.7	29.45	69.12	0	1	-50
85.64	155.95	0	69.12	0	4	-50
87.24	50.81	0	69.12	0	13	100
86.9	2.75	26.92	69.12	0	22	100
86.17	0	39.23	76.5	0	25	-50
85.48	61.65	49.89	82.08	0	25	-50
86.02	0	34.53	82.08	0	4	-50
85.14	0	87.96	52.08	0	19	-50
85.8	59.19	44.8	82.08	0	7	-50
86.2	0.74	51.64	82.08	0	22	100
85.65	20.01	74.87	82.3	0	25	-50
85.88	131.78	10.58	82.08	0	1	-50
86.99	10.64	26.04	82.08	0	22	100
86.15	9.63	52.59	82.08	0	22	-50
85.78	14.2	72.36	82.08	0	22	-50
85.86	98.11	25.81	82.08	0	4	-50
86.63	0	42.73	86.4	0	25	100
85.82	2.7	89.74	92.88	0	25	-50
85.81	8.17	82.56	95.04	0	7	-50
85.73	10.59	95.94	95.04	0	22	-50
85.94	0	64.81	95.04	0	4	-50
85.38	5.25	100.78	95.04	0	22	-50
85.58	36.62	86.11	95.04	0	4	-50
86.09	50.63	54.19	95.04	0	4	-50
86.27	3.9	82.1	96.82	0	25	100
86.07	0.22	85.72	95.04	0	19	-50
85.9	10.17	92.58	95.04	0	22	-50
86.04	0	75.55	95.04	0	4	-50
85.68	0	83.75	95.04	0	22	-50
85.47	0	92.89	103.68	0	25	-50
85.27	16.82	105.58	100.08	0	19	-50
85.68	14.92	102.34	99.9	0	1	-50
86	4.59	101.35	98.82	0	1	-50
86.13	19.36	83.2	87.84	0	1	-50
86.4	3.4	69.04	77.76	0	1	100
86.3	1.73	93.79	83.88	0	25	100
86.51	0	76.84	86.4	0	7	100
86.33	39.93	64.95	86.4	0	4	100
86.67	0	58.23	86.4	0	4	100
86.15	19.21	82.4	86.4	0	22	-50
86.43	8.95	85.63	86.4	0	22	100
86.58	0	64.81	86.4	0	4	100
86.18	0	73.07	86.4	0	22	-50
85.93	10.94	95.62	86.4	0	22	-50
86.3	1.7	84.85	86.4	0	4	100
86.3	12.93	75.16	86.4	0	4	100
86.33	11.83	69.72	86.4	0	4	100
86.24	10.46	79.76	86.4	0	22	100
86.31	13.63	53.3	86.4	0	4	100
85.95	7.65	97.82	86.4	0	22	-50
86.3	11.54	84.73	86.4	0	4	100
86.48	4.8	79.6	86.4	0	4	100
86.44	9.96	79.19	86.4	0	4	100
86.49	10.76	74.59	86.4	0	4	100
86.47	0	71.38	86.4	0	4	100
86.19	2.14	83.22	86.4	0	22	-50
86.17	1.07	90.4	86.4	0	22	-50
86.26	0	71.36	86.4	0	4	100
85.98	3.17	97.97	86.4	0	22	-50
86.25	4.58	83.07	86.4	0	4	100
86.27	0.87	83.01	86.4	0	4	100
86.22	7.76	66.62	79.2	0	1	100
86.13	1.89	60.38	71.28	0	1	-50
85.96	0	72.5	77.22	0	25	-50
85.87	5.38	86.19	79.02	0	25	-50
86.1	5.24	84.95	79.2	0	7	-50
86.3	4.58	80.25	79.2	0	4	100
86.4	0	70.02	79.2	0	4	100
86.23	4.37	84.12	79.2	0	22	100
86.4	4.86	58.42	71.28	0	1	100
86.25	2.38	92.97	77.22	0	25	100
86.58	12.22	59.65	79.2	0	7	100
86.44	0	84.4	78.38	0	19	100
86.55	5.27	73.01	79.2	0	7	100
86.53	1.73	74.27	79.2	0	22	100
86.47	0	80.38	79.2	0	22	100
86.49	9.84	74.07	71.28	0	1	100
86.72	0	77.15	77.04	0	25	100
86.72	10.69	69.73	79.2	0	7	100
86.74	0	68.72	78.84	0	1	100
86.55	0.44	68.08	79.2	0	7	100
86.35	3.59	78.34	79.2	0	22	100
86.4	1.23	86.45	79.38	0	25	100
86.55	12.42	53.84	70.95	0	1	100
86.46	0	63.9	71.28	0	25	100
86.32	1.11	83.17	79.92	0	25	100
86.4	9.95	90.84	79.02	0	19	100
86.8	0	63.38	79.02	0	4	100
86.51	0	77.55	79.02	0	22	100
86.48	16.79	66.1	79.51	0	7	100
86.54	8.18	76.27	71.28	0	19	100
86.78	0	53.38	77.04	0	7	100
86.34	1.28	81.16	79.02	0	25	100
86.4	1.36	77.73	79.02	0	4	100
86.4	3.19	82.24	78.3	0	19	100
86.53	2.74	81.55	79.2	0	7	100
86.62	0	69.15	79.2	0	4	100
86.43	10.63	51.1	71.28	0	1	100
86.25	0	88.57	77.04	0	25	100
86.46	9.37	79.25	79.2	0	7	100
86.63	0	74.01	79.2	0	4	100
86.53	0.5	80.4	79.09	0	19	100
86.56	0	80.61	79.2	0	25	100
86.58	2.23	77.4	79.38	0	7	100
86.58	0	40.19	68.76	0	1	100
86.05	0	86.06	77.04	0	25	-50
86.21	47.33	62.52	79.2	0	7	100
86.77	0	42.99	79.2	0	4	100
86.1	10.28	86.47	79.2	0	22	-50
86.42	0.63	77.14	79.19	0	1	100
86.39	0.08	73.69	79.02	0	1	100
86.29	4.78	74.24	71.28	0	19	100
86.43	2.94	80.22	80.22	0	25	100
86.48	14.56	79.77	79.02	0	1	100
86.76	19.53	52.63	78.12	0	1	100
86.65	10.48	65.19	71.28	0	19	100
86.73	3.66	55.71	71.64	0	7	100
86.5	26.68	71.34	84.88	0	25	100
86.74	55.7	29.76	71.28	0	1	100
87	4.89	59.82	77.04	0	25	100
86.77	13.42	61.08	79.2	0	25	100
86.68	2.16	61.39	79.2	0	22	100
86.39	4.45	81.34	79.2	0	22	100
86.51	5.9	82.72	79.2	0	22	100
86.68	1.79	75.49	79.2	0	4	100
86.64	4.58	66.37	71.28	0	1	100
86.63	0	69.21	77.04	0	25	100
86.48	2.49	78.99	79.02	0	25	100
86.52	0	45.77	79.2	0	7	100
85.9	43.38	26.92	70.2	0	1	-50
85.9	0	77.07	78.06	0	25	-50
85.85	16.8	73.42	78.87	0	7	-50
86.34	24.09	39.36	71.82	0	1	100
85.99	1.21	74.31	75.24	0	25	-50
86	3.78	79.08	79.38	0	25	-50
86.14	7.88	64.58	79.38	0	4	-50
85.82	0	87.65	79.2	0	19	-50
86.19	8.1	59.22	79.38	0	7	-50
85.63	0	86.35	78.84	0	19	-50
85.99	5.49	65.7	71.28	0	1	-50
85.98	0.03	76.17	76.87	0	25	-50
85.94	0	84.5	79.02	0	25	-50
86.17	16.19	52.85	79.2	0	7	-50
85.7	76.91	28.32	79.2	0	4	-50
86.82	64.56	0	79.56	0	7	100
86.2	7.46	56.9	79.2	0	19	100
85.51	1.94	59.8	59.8	0	19	-50
85.6	2.89	74.26	76.5	0	25	-50
85.63	14.24	86	78.84	0	25	-50
86.57	27.17	57.63	79.2	0	7	100
86.8	21.46	51.75	79.2	0	4	100
86.55	15.7	54.86	79.2	0	22	100
86.19	10.36	63.73	79.2	0	22	-50
85.97	8.93	59.92	71	0	1	-50
85.86	1.73	78.78	77.04	0	25	-50
86.02	7.41	75.23	79.38	0	7	-50
86.15	10.05	70.58	82.26	0	7	-50
86.08	7.52	72.42	82.08	0	19	-50
85.98	6.79	75.12	78.48	0	19	-50
86.12	7.06	79.92	82.8	0	25	-50
86.29	19.6	55.83	77	0	1	100
86.22	20.58	64.24	82.8	0	25	100
86.3	39.45	27.49	82.8	0	4	100
85.58	2.68	77.67	84.6	0	25	-50
85.37	8.74	89.26	91.44	0	25	-50
85.69	9.04	80.36	91.44	0	4	-50
85.59	9.97	85.68	91.26	0	19	-50
85.8	18.81	70.9	86.4	0	1	-50
85.96	9.66	73.28	91.44	0	25	-50
85.54	5.39	84.25	92.16	0	25	-50
85.41	2.39	96.25	95.04	0	25	-50
85.58	19.83	89.24	95.04	0	4	-50
86.22	19.58	81.56	95.04	0	4	100
86.47	31.65	56.48	95.04	0	4	100
86.18	5.46	74.66	95.04	0	22	-50
85.48	3.88	95.62	95.05	0	25	-50
85.69	10.68	87.34	95.04	0	1	-50
85.83	6.03	86.41	95.04	0	4	-50
85.7	2.14	92.78	95.04	0	22	-50
85.69	4.68	94.04	100.44	0	25	-50
85.6	4.24	96.42	103.84	0	25	-50
85.44	8.27	96.32	103.68	0	1	-50
85.48	5.26	96.76	103.68	0	22	-50
85.39	4.48	97.82	103.68	0	22	-50
85.32	3.56	98.82	103.14	0	19	-50
85.28	4.94	92.57	97.02	0	1	-50
85.3	3.73	98.45	102.42	0	25	-50
85.28	1.32	99.69	95.76	0	19	-50
85.53	0	110.34	114.48	0	25	-50
85.32	0	115.48	120.96	0	25	-50
85.05	0	117.14	116.46	0	19	-50
85.08	0	117.24	106.38	0	19	-50
85.28	0	112.05	113.65	0	7	-50
85.2	2.83	118.68	116.28	0	25	-50
85.45	0	115.21	115.38	0	1	-50
85.44	8.52	118.21	112.32	0	19	-50
86.12	0	111.97	109.44	0	1	-50
86.22	0	91.81	112.57	0	7	100
85.24	0	100.47	98.28	0	19	-50
85.34	1.23	110.1	99.35	0	25	-50
85.92	0	97.46	99.36	0	7	-50
85.82	0	104.79	103.68	0	25	-50
85.87	0	105.83	103.68	0	22	-50
85.97	0	105.12	103.68	0	4	-50
86.03	0	101.96	103.68	0	4	-50
85.95	0	104.61	103.68	0	22	-50
85.99	0	102.37	103.67	0	1	-50
85.92	0	103.64	103.68	0	25	-50
85.91	0	105.26	103.68	0	22	-50
85.98	0	102	103.68	0	4	-50
85.89	0	105.66	103.68	0	22	-50
85.98	0	101.8	103.68	0	4	-50
85.88	0	104.83	103.68	0	22	-50
85.93	0	104.82	103.68	0	4	-50
85.98	0	105.22	103.68	0	22	-50
86.04	0	102.03	103.68	0	4	-50
85.96	0	103.14	103.68	0	22	-50
85.93	0	103.62	103.68	0	22	-50
85.92	0	104.17	103.68	0	22	-50
85.94	0	100.5	102.06	0	1	-50
85.86	0	97.72	98.64	0	1	-50
85.81	0	103.64	103.68	0	25	-50
85.8	0	102.8	103.68	0	4	-50
85.75	0	103.63	103.68	0	22	-50
85.74	0	104.02	103.68	0	22	-50
85.75	0	103.75	103.68	0	4	-50
85.75	0	103.17	103.68	0	4	-50
85.72	0	103.75	102.86	0	19	-50
85.76	0	83.3	70.02	0	1	-50
86.34	0	69.63	63.72	0	1	100
86.58	2.97	45.89	60.84	0	1	100
86.08	0	63.57	66.24	0	25	-50
85.96	0	74.87	66.24	0	22	-50
86.32	1.23	61.19	66.24	0	4	100
86.16	0	72.16	66.24	0	22	-50
86.4	0	63.46	66.24	0	4	100
86.28	7.58	50.33	58.32	0	1	100
86.26	9.29	22.23	34.56	0	1	100
86.13	1.07	32.14	34.56	0	22	-50
86.07	0	40.67	34.92	0	25	-50
86.3	0	43.73	51.48	0	25	100
85.97	0	57.89	51.84	0	25	-50
86.22	0	62.17	52.2	0	25	100
86.63	0	62.57	68.75	0	25	100
86.37	0	67.81	69.11	0	25	100
86.31	0	73.69	69.48	0	25	100
86.48	0	81.59	86.04	0	25	100
86.29	0	93.09	86.4	0	25	100
86.56	2.26	87.41	86.4	0	4	100
86.69	16.32	78.55	86.76	0	7	100
87.02	12.69	85.89	103.32	0	25	100
86.82	9.43	90.18	103.68	0	25	100
86.65	13.12	83.35	103.68	0	4	100
86.35	10.6	69.58	86.4	0	1	100
86.09	0	87.2	86.4	0	22	-50
86.12	4.71	81.84	86.4	0	4	-50
86.12	5.86	68.96	69.12	0	1	-50
86.35	6.11	60.19	69.12	0	4	100
86.23	18.34	49.13	69.12	0	4	100
86.16	31.21	26.77	51.84	0	1	-50
86.41	10.6	39.6	51.84	0	22	100
86.34	26.98	24.71	51.84	0	4	100
